ball,primary_signal,alternate_functions,power_ground_domain_class,voltage_domain,cpb0_usage,destination_net,source_document,source_page_table,confidence,unresolved,unresolved_reason
M42,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M44,GPIO_IO08,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO08,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
M46,GPIO_IO09,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO09,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
M48,GPIO_IO10,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO10,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
M50,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M52,GPIO_IO11,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO11,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
N1,DRAM_DQ15_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ15_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N3,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N5,DRAM_DQ14_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ14_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N7,DRAM_DQ00_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ00_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N9,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N11,DRAM_DQ03_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ03_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N13,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
N15,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
N17,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
N19,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N21,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
N23,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
N25,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
N27,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N29,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N31,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N33,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N35,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N37,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N39,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N41,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N43,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N45,GPIO_IO12,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO12,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
N47,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
N49,GPIO_IO13,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO13,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
N51,GPIO_IO14,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO14,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
P2,DRAM_DQ09_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ09_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P4,DRAM_DQ11_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ11_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P6,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P8,DRAM_DQS1_C_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQS1_C_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P10,DRAM_DQS1_T_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQS1_T_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P12,VDDQ_DDR,,POWER,POWER,POWER,VDDQ_DDR,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P14,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
P16,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
P18,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
P20,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P22,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P24,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P26,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P28,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P30,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P32,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P34,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P36,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P38,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P40,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P42,NVCC_AON,,POWER,POWER,POWER,NVCC_AON,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P44,GPIO_IO15,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO15,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
P46,GPIO_IO16,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO16,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
P48,GPIO_IO17,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO17,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
P50,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
P52,GPIO_IO18,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO18,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
R1,DRAM_DQ10_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ10_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R3,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R5,DRAM_DQ08_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ08_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R7,DRAM_WCK1_C_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_WCK1_C_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R9,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R11,DRAM_CA7_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA7_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R13,VDDQ_DDR,,POWER,POWER,POWER,VDDQ_DDR,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R15,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R17,VDD_DDR_0P8,,POWER,POWER,POWER,VDD_DDR_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R19,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R21,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R23,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R25,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R27,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R29,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R31,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R33,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R35,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R37,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R39,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R41,NVCC_AON,,POWER,POWER,POWER,NVCC_AON,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R43,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R45,GPIO_IO19,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO19,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
R47,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
R49,GPIO_IO20,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO20,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
R51,GPIO_IO21,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO21,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
T2,DRAM_CA3_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA3_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T4,DRAM_CA2_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA2_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T6,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T8,DRAM_WCK1_T_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_WCK1_T_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T10,DRAM_CA5_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA5_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T12,VDDQ_DDR,,POWER,POWER,POWER,VDDQ_DDR,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T14,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T16,VDD_DDR_0P8,,POWER,POWER,POWER,VDD_DDR_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T18,VDD_DDR_0P8,,POWER,POWER,POWER,VDD_DDR_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T20,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T22,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T24,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T26,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T28,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T30,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
T32,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
T34,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
T36,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T38,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T40,NVCC_GPIO,,POWER,POWER,POWER,NVCC_GPIO,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T42,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T44,GPIO_IO22,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO22,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
T46,GPIO_IO23,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO23,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
T48,GPIO_IO24,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO24,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
T50,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
T52,GPIO_IO25,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO25,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
U1,DRAM_DTO,,DDR,VDD2H_DDR,LPDDR5,DRAM_DTO,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U3,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U5,DRAM_CA4_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA4_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U7,DRAM_CA0_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA0_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U9,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U11,DRAM_CA6_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA6_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U13,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
U15,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
U17,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
U19,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U21,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U23,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U25,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U27,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U29,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U31,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
U33,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
U35,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
U37,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U39,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U41,NVCC_GPIO,,POWER,POWER,POWER,NVCC_GPIO,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U43,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U45,GPIO_IO26,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO26,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
U47,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
U49,GPIO_IO27,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO27,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
U51,GPIO_IO28,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO28,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
V2,DRAM_LP4CKE_LP5CS1_B,,DDR,VDD2H_DDR,LPDDR5,DRAM_LP4CKE_LP5CS1_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V4,DRAM_CA1_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA1_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V6,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V8,DRAM_CK_T_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CK_T_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V10,DRAM_CK_C_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_CK_C_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V12,VDD2H_DDR,,POWER,POWER,POWER,VDD2H_DDR,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
